artist,score,author
Wolf People,6.4,Zach Kelly
Quasi,7.2,Rebecca Raber
These New Puritans,8.2,Amy Granzin
Mumford & Sons,2.1,Stephen M. Deusner
Ewan Pearson,7.0,Jess Harvell
J. Stalin,7.9,David Drake
Excepter,7.1,Marc Masters
Pantha du Prince,8.3,Joe Colly
Cave In,6.0,Ian Cohen
Everybody Was in the French Resistance...Now!,3.8,Marc Hogan
Past Lives,7.5,Jason Crock
Robert Pollard,7.3,Paul Thompson
"Freeway, Jake One",6.5,Tom Breihan
Capgun Coup,6.1,Ian Cohen
Juliana Hatfield,3.9,Stephen M. Deusner
Field Music,7.5,Joshua Klein
Toro y Moi,7.6,Joe Colly
Ólafur Arnalds,6.3,Brian Howe
You Say Party,7.0,Rebecca Raber
Citay,7.6,Grayson Currin
Thee Silver Mt. Zion Memorial Orchestra,7.3,Stuart Berman
Peter Gabriel,4.5,Mark Richardson
A Grave With No Name,6.6,Joe Colly
Wetdog,6.6,Rebecca Raber
Tindersticks,7.0,Joe Tangari
Local Natives,8.4,Ian Cohen
Reagenz,7.3,Andrew Gaerig
The Amazing,7.3,Joshua Love
Liturgy,7.8,Grayson Currin
Sade,7.0,Jess Harvell
"Anthony ""Shake"" Shakir",8.3,Andrew Gaerig
Scout Niblett,7.3,Matthew Perpetua
The Seven Fields Of Aphelion,5.8,Brian Howe
Yeasayer,6.1,Scott Plagenhoef
Interference,7.5,Marc Masters
Aufgang,7.7,Brian Howe
Title Tracks,6.8,Jason Crock
Kath Bloom,8.0,Stephen M. Deusner
Gil Scott-Heron,8.5,Nate Patrin
Robedoor,7.2,Marc Masters
AFCGT,6.5,Jason Crock
Stricken City,7.5,Paul Thompson
Massive Attack,5.0,Nate Patrin
The Watson Twins,6.4,Stephen M. Deusner
Basia Bulat,7.0,Amy Granzin
"Ali Farka Touré, Toumani Diabaté",8.3,Joe Tangari
Hot Chip,8.4,Scott Plagenhoef
Ethernet,6.7,Joe Colly
Strong Arm Steady,7.1,Patrick Sisson
The Soft Pack,7.1,Stuart Berman
Moonface,7.5,Rob Mitchum
Starless & Bible Black,7.6,Matthew Murphy
Leyland Kirby,6.8,Mike Powell
The Album Leaf,6.3,Ian Cohen
Hockey,6.7,Paul Thompson
Lil Wayne,4.5,Ryan Dombal
Anna Ternheim,7.5,Matthew Solarski
Kevin Barker,5.9,Matthew Murphy
Malachai,7.5,Stuart Berman
Midlake,3.6,Paul Thompson
Nmperign,7.4,Marc Masters
Oneohtrix Point Never,8.0,Joe Colly
The Brunettes,5.3,Matthew Perpetua
The House of Love,8.2,Joshua Klein
Fucked Up,6.8,Douglas Wolk
Saviours,6.6,Paul Thompson
AGF,7.3,Brian Howe
Class Actress,7.0,Joshua Love
Lightspeed Champion,6.7,Marc Hogan
Los Campesinos!,8.3,Paul Thompson
The Orkustra,7.0,Marc Masters
Good Shoes,5.8,Marc Hogan
Etienne Jaumet,7.5,Jess Harvell
Clipd Beaks,7.7,David Bevan
AU,7.6,Joe Colly
Retribution Gospel Choir,7.3,Jason Crock
The HotRats,4.0,Stuart Berman
Charlotte Gainsbourg,8.4,Ryan Dombal
YellowFever,7.2,Amy Granzin
Barton Carroll,7.4,Stephen M. Deusner
Buraka Som Sistema,6.7,Nate Patrin
The Magnetic Fields,6.0,Matt LeMay
Jaga Jazzist,6.9,Brian Howe
BOAT,7.5,David Bevan
Delphic,5.0,Stephen Troussé
Beach House,9.0,Mark Richardson
Red Krayola With Art & Language,6.2,Andrew Gaerig
Rachel Grimes,7.1,Joe Tangari
Pit Er Pat,6.1,Jason Crock
The Notwist,3.4,Brian Howe
Four Tet,8.6,Mark Richardson
Monolake,7.8,Philip Sherburne
Franco & le Tout Puissant OK Jazz,8.7,Douglas Wolk
Mount Eerie,7.0,Matthew Solarski
Basement Jaxx,7.0,Jess Harvell
Krallice,8.0,Grayson Currin
Trans Am,7.2,Jason Crock
Edward Sharpe & the Magnetic Zeros,4.1,Paul Thompson
Eels,3.9,Zach Kelly
Surfer Blood,8.2,Ian Cohen
Felix,7.1,Matthew Murphy
Kaito,5.1,Joe Colly
Portastatic,7.2,Joshua Klein
Aziz Ansari,8.1,Ian Cohen
Lindstrøm & Christabelle,8.1,Mark Pytlik
Robin Guthrie,6.5,Joshua Klein
Underworld Vs. the Misterons,4.9,Andrew Gaerig
"Roy Montgomery, Grouper",7.8,Matthew Murphy
Spoon,7.8,Matthew Perpetua
Apse,4.3,Joe Colly
Laura Veirs,7.5,Joe Tangari
Freedy Johnston,6.7,Joshua Klein
RJD2,6.8,Patrick Sisson
"The Flaming Lips, Stardeath and White Dwarfs",5.2,Rob Mitchum
Jason Boesel,5.5,Ian Cohen
Immortal,7.1,Cosmo Lee
Lou Reed,6.9,Jess Harvell
David Lang,8.5,Jayson Greene
Owen Pallett,8.6,Nitsuh Abebe
Eddy Current Suppression Ring,8.1,David Bevan
Radio Slave,7.1,Tim Finney
Badly Drawn Boy,6.6,Joshua Klein
Bonny Billy and the Picket Line,7.3,Stephen M. Deusner
Animal Collective,7.2,Brian Howe
Luigi Archetti & Bo Wiget,7.7,Brian Howe
James Husband,6.0,Rob Mitchum
Cornershop,7.3,Eric Harvey
Real Estate,7.5,David Bevan
Lady Gaga,7.8,Scott Plagenhoef
Oh No Ono,6.8,Brian Howe
Untold,7.8,Mike Powell
G-Side,7.7,David Drake
Fela Kuti,8.1,Mike Powell
Kanye West,4.9,Scott Plagenhoef
Klimek,6.3,Joe Colly
Grooms,6.4,Matthew Perpetua
Imaad Wasif,7.7,Paul Thompson
Gucci Mane,8.4,Tom Breihan
Vampire Weekend,8.6,Mike Powell
Laarks,6.6,David Bevan
The Mantles,6.8,Zach Kelly
24-Carat Black,7.9,Joe Tangari
Ben Frost,8.4,Grayson Currin
Young Money,7.4,Ryan Dombal
Mincemeat or Tenspeed,7.0,Marc Masters
Eliane Radigue,8.0,Mike Powell
The Mayfair Set,6.8,Stuart Berman
DOOM,7.2,Nate Patrin
Radian,7.0,Patrick Sisson
Redshape,7.3,Philip Sherburne
Black to Comm,7.8,Andrew Gaerig
Bell Orchestre,5.5,Amy Granzin
Lupe Fiasco,7.6,Ian Cohen
Ahleuchatistas,7.3,Joe Tangari
Joakim,6.8,Andrew Gaerig
Eugene Mirman,7.4,Nate Patrin
James Brown,8.4,Douglas Wolk
The Tough Alliance,7.6,Marc Hogan
Brett Anderson,7.0,Joshua Klein
Editors,3.7,Ian Cohen
Woody Guthrie,7.3,Stephen M. Deusner
R. Kelly,4.8,Sean Fennessey
Omar Rodriguez-López,5.7,Jess Harvell
Turbo Fruits,6.4,Matthew Perpetua
The Rakes,6.1,Jason Crock
Neil Young,7.8,Mark Richardson
Doomriders,7.5,Cosmo Lee
Tape Deck Mountain,5.1,Zach Kelly
Baaba Maal,5.8,Joshua Klein
Clipse,6.2,Ian Cohen
Peverelist,5.5,Jess Harvell
ARMS,6.1,Jessica Suarez
Dappled Cities,7.8,Joe Tangari
Sea Wolf,5.0,Joshua Love
Lowell Brams,5.3,Rob Mitchum
Electrik Red,8.2,Tim Finney
Supersilent,5.7,Chris Dahlen
M.A.N.D.Y.,7.0,Jess Harvell
Elvis Presley,9.0,Mark Richardson
Pink Skull,7.3,Marc Hogan
Oh No,7.7,Nate Patrin
Mulatu Astatke,9.0,Joe Tangari
Elbow,8.4,Ian Cohen
Lifter Puller,6.5,Nate Patrin
Pyramids With Nadja,7.2,Cosmo Lee
OOIOO,7.4,Mike Orme
Luciano,8.3,Andy Battaglia
Neil Young,5.0,Joshua Klein
Princeton,5.9,Marc Hogan
GusGus,6.9,Douglas Wolk
Julianna Barwick,8.2,Brian Howe
Paul McCartney,5.9,David Raposa
Felt,5.8,Ian Cohen
Early Day Miners,5.6,Joshua Klein
Jookabox,6.4,Eric Harvey
Rakim,5.6,Tom Breihan
Dâm-Funk,8.2,Nate Patrin
Rihanna,6.1,Ryan Dombal
Charlotte Hatherley,8.0,Matthew Perpetua
Edan,6.8,Nate Patrin
Lackthereof,7.2,Joe Tangari
BlakRoc,6.7,Ian Cohen
Kraftwerk,9.5,Tom Ewing
Mount Kimbie,7.4,Mike Powell
Pelican,5.5,Cosmo Lee
Jahdan Blakkamoore,6.8,Patrick Sisson
The Bravery,2.3,Marc Hogan
Jay Farrar & Benjamin Gibbard,4.9,Stephen M. Deusner
The Happy Hollows,7.2,Paul Thompson
Think About Life,6.1,Rebecca Raber
Clare and the Reasons,5.1,Joshua Love
Frank Sinatra,6.1,Stephen Troussé
Animal Collective,8.9,Mark Richardson
Gary Higgins,3.2,Grayson Currin
D. Charles Speer and the Helix,7.5,Marc Masters
Gift of Gab,5.4,Jayson Greene
Holopaw,8.1,Stephen M. Deusner
Jawbox,9.3,Matt LeMay
Lake Heartbeat,6.9,Zach Kelly
Glass Ghost,7.7,Brian Howe
Tom Waits,8.0,Stephen M. Deusner
Get Back Guinozzi!,7.1,Rebecca Raber
Grant Hart,4.2,Joshua Klein
Snow Patrol,5.1,Tom Breihan
The Doors,7.0,Chris Dahlen
RJD2,8.2,Nate Patrin
Christmas Island,6.3,Zach Kelly
Franklin Bruno,7.5,David Raposa
Roll Deep,8.5,Martin Clark
Hall and Oates,4.8,Douglas Wolk
Them Crooked Vultures,6.2,Joe Colly
Vijay Iyer Trio,7.8,Joe Tangari
Hush Arbors,7.3,Paul Thompson
Orenda Fink,4.4,Stephen M. Deusner
Bibio,6.2,Brian Howe
Annie,7.2,Matthew Perpetua
CFCF,7.7,Zach Kelly
Talk Normal,7.8,Marc Masters
Kid Sister,4.4,Tom Breihan
David Bowie,6.7,Stuart Berman
Real Estate,8.5,David Bevan
Little Dragon,7.7,Matthew Perpetua
The Cribs,7.0,Stuart Berman
50 Cent,6.0,Ian Cohen
Guided by Voices,5.3,Paul Thompson
Lil Wayne,7.7,Tom Breihan
King Midas Sound,7.6,Nate Patrin
Vitalic,7.9,Jess Harvell
The Rolling Stones,5.4,Joshua Love
Yeah Yeah Yeahs,7.0,Jessica Suarez
Thee Oh Sees,6.8,David Raposa
Ola Podrida,7.8,Stephen M. Deusner
"DJ /rupture, Matt Shadetek",7.7,Brian Howe
Joe Goddard,6.9,Sean Fennessey
God Help the Girl,6.3,Marc Hogan
The Mary Onettes,6.7,Matthew Solarski
Six Finger Satellite,4.5,Jason Crock
On Fillmore,8.0,Grayson Currin
Asobi Seksu,6.4,Eric Harvey
Nirvana,8.5,Stuart Berman
Digital Leather,7.3,Brian Howe
Division Day,6.2,Jayson Greene
Dark Meat,6.5,Stephen M. Deusner
Pylon,7.7,Patrick Sisson
Wale,6.6,Sean Fennessey
Bottin,6.1,Marc Hogan
Efterklang,5.7,Brian Howe
Slayer,7.3,Cosmo Lee
Bear in Heaven,8.4,Eric Harvey
Jack Peñate,7.4,Joshua Klein
Part Chimp,7.3,Jason Crock
Maps,4.8,Ian Cohen
Soulsavers,6.3,Stephen M. Deusner
A.A. Bondy,6.6,David Raposa
Sleeping States,8.0,David Raposa
Matias Aguayo,7.2,Andrew Gaerig
The King Khan & BBQ Show,7.1,Paul Thompson
Julian Casablancas,5.5,Ryan Dombal
Heavy Trash,7.0,Stephen M. Deusner
Spider Bags,7.6,Stuart Berman
Pants Yell!,7.3,Marc Hogan
Molina and Johnson,5.1,Stephen M. Deusner
Weezer,4.5,Rob Mitchum
2562,6.6,Nate Patrin
Baroness,8.5,Grayson Currin
Foo Fighters,7.0,Matthew Perpetua
Morrissey,5.0,Stephen Troussé
Richard Youngs,7.7,Marc Masters
Panther,7.1,Rebecca Raber
Isaac Hayes,8.5,Nate Patrin
DOOM,5.9,Ian Cohen
U2,9.3,Ryan Dombal
Espers,6.1,Tom Breihan
Jesu,7.0,Jess Harvell
Beak>,6.9,Jess Harvell
Tegan and Sara,7.3,Joshua Klein
Devendra Banhart,4.0,Grayson Currin
Damian Lazarus,6.0,Tim Finney
The Swell Season,6.5,Joshua Klein
LAKE,7.8,Ian Cohen
Converge,8.5,Cosmo Lee
R.E.M.,7.4,Matthew Perpetua
"Carolyn Mark, NQ Arbuckle",7.0,Stephen M. Deusner
Tickley Feather,3.3,Matthew Perpetua
Nellie McKay,7.4,Scott Plagenhoef
Tiësto,3.8,Jess Harvell
Miles Benjamin Anthony Robinson,4.8,Amy Granzin
The Shaky Hands,6.4,Stuart Berman
Broadcast and the Focus Group,7.2,Mike Powell
The Jesus Lizard,8.1,Jason Crock
Lokai,7.6,Philip Sherburne
Noah and the Whale,5.2,Paul Thompson
The Orb,5.4,Jess Harvell
Bob Dylan,6.8,Amanda Petrusich
The Fresh & Onlys,7.5,Jayson Greene
Grand Archives,5.0,Ian Cohen
Jemina Pearl,7.0,Ryan Dombal
Do Make Say Think,7.2,Patrick Sisson
Fuck Buttons,9.0,Joe Colly
MV & EE,6.3,Marc Masters
Elvis Perkins in Dearland,6.9,David Bevan
Drummer,7.5,Stephen M. Deusner
The Slits,4.7,David Raposa
Atlas Sound,8.2,Mark Richardson
Russian Circles,7.8,Paul Thompson
Excepter,5.8,Brian Howe
Flashy Python,6.5,Eric Harvey
Echo and the Bunnymen,6.1,Joe Tangari
Phoenix,6.0,Marc Hogan
Vic Chesnutt,7.2,Joe Tangari
Zero 7,4.0,Jess Harvell
Themselves,6.7,Brian Howe
Spiral Stairs,5.2,Matthew Perpetua
Flight of the Conchords,6.7,Zach Kelly
White Rainbow,7.0,Joe Colly
Karl Blau,7.2,Grayson Currin
Kings of Convenience,7.9,Marc Hogan
Madonna,5.7,Douglas Wolk
Sufjan Stevens,7.4,Jayson Greene
As Tall as Lions,4.4,Ian Cohen
"Buckshot, KRS-One",3.9,Tom Breihan
El Perro Del Mar,7.8,Matthew Solarski
Daniel Johnston,7.1,Nitsuh Abebe
Lightning Bolt,7.6,Marc Masters
Doveman,6.9,Joe Tangari
Slaraffenland,7.6,Joshua Klein
Thao with the Get Down Stay Down,7.8,Stephen M. Deusner
J Dilla,5.5,Nate Patrin
Dizzee Rascal,7.5,Ian Cohen
Headlights,6.4,Joshua Love
The Crayon Fields,7.8,Marc Hogan
Duran Duran,7.3,Tom Ewing
Massive Attack,4.4,Tom Breihan
The Mountain Goats,8.4,Mike Powell
The Yolks,7.0,Jason Crock
Tinariwen,7.6,Joe Tangari
Peanut Butter Wolf,7.5,Nate Patrin
Elvis Costello,8.4,Stephen M. Deusner
Neon Indian,8.6,Marc Hogan
Dominique Leone,6.7,Mike Powell
Mi and L'au,6.6,Andrew Gaerig
Hudson Mohawke,6.7,Patrick Sisson
The Dutchess and the Duke,7.4,Rebecca Raber
The Flaming Lips,9.0,Stuart Berman
Chromeo,6.5,Mike Orme
Nick Oliveri,3.5,Joe Colly
Bad Lieutenant,4.1,Tom Ewing
Basement Jaxx,7.2,Matthew Perpetua
Lisa Germano,7.3,Joshua Klein
Boston Spaceships,6.8,Paul Thompson
Kurt Vile,6.3,Joe Colly
Anti-Pop Consortium,7.0,Jess Harvell
Karen O and the Kids,6.8,Stuart Berman
Melvins,7.8,Marc Masters
Lou Barlow,7.3,Grayson Currin
The Clientele,7.4,Jess Harvell
Ghostface Killah,5.1,Tom Breihan
Osso,7.7,Jayson Greene
Le Loup,6.0,Joshua Love
Dead Man's Bones,7.1,Rob Mitchum
The Raveonettes,6.9,Zach Kelly
The Very Best,8.6,Brian Howe
The Black Heart Procession,6.6,Rob Mitchum
A Place to Bury Strangers,6.6,Zach Kelly
No Age,8.3,Marc Masters
Air,4.0,Nate Patrin
Built to Spill,7.9,Jayson Greene
Mayer Hawthorne,6.9,Patrick Sisson
Lullabye Arkestra,7.5,Stuart Berman
The Avett Brothers,5.8,Stephen M. Deusner
Patton Oswalt,7.7,Nate Patrin
Beastie Boys,7.0,Jess Harvell
Port O'Brien,7.2,Amy Granzin
Times New Viking,8.1,Paul Thompson
Rufus Wainwright,7.2,Stephen M. Deusner
Kid Cudi,4.1,Ian Cohen
Nick Cave and Warren Ellis,7.6,Joe Tangari
United State of Electronica,6.3,Matthew Perpetua
Plush,5.5,Jonathan Garrett
Zola Jesus,7.6,Jason Crock
Califone,8.1,Joe Tangari
Memory Tapes,8.3,Ian Cohen
David Sylvian,7.4,Jess Harvell
Múm,3.9,Marc Hogan
Chris Bell,7.9,Joshua Klein
Mission of Burma,8.0,Marc Masters
LCD Soundsystem,5.1,Jess Harvell
Holiday Shores,6.3,David Bevan
Fool's Gold,7.6,Sean Fennessey
Monotonix,7.0,Marc Masters
Islands,7.8,Rebecca Raber
7 Worlds Collide,6.7,Stephen M. Deusner
Brock Van Wey,8.0,Brian Howe
Hope Sandoval & the Warm Inventions,6.7,Joe Tangari
The Pains of Being Pure at Heart,8.0,Joe Colly
WHY?,6.9,Ian Cohen
Girls,9.1,Tom Breihan
Hallelujah the Hills,6.8,Jason Crock
Music Go Music,7.2,Rebecca Raber
Brother Ali,7.8,Nate Patrin
The Twilight Sad,7.3,Ryan Dombal
Volcano Choir,8.3,Mark Richardson
The Hidden Cameras,5.2,Rob Mitchum
Carl Craig,6.8,Jess Harvell
J. Tillman,6.9,Paul Thompson
Yoko Ono Plastic Ono Band,7.3,Stuart Berman
Monsters of Folk,6.5,Grayson Currin
To Kill A Petty Bourgeoisie,7.7,Joe Colly
Castanets,6.8,Joe Tangari
Richard Hawley,6.7,Patrick Sisson
Shudder to Think,7.7,Brian Howe
Pearl Jam,4.6,Joshua Love
Amen Dunes,6.7,Marc Masters
"The Pastels, Tenniscoats",6.1,Douglas Wolk
Tyondai Braxton,8.0,Andy Battaglia
Rain Machine,6.3,Joshua Love
La Roux,7.0,Joshua Love
Big Star,9.3,Stephen M. Deusner
The Dodos,7.1,Ian Cohen
Q-Tip,6.3,David Drake
Jim O’Rourke,8.3,Grayson Currin
Mika Vainio,7.6,Brian Howe
Tanya Morgan,5.8,Ian Cohen
Saint Etienne,8.9,Jess Harvell
The Big Pink,8.2,Ian Cohen
Raekwon,8.8,Nate Patrin
Om,6.0,Cosmo Lee
Freddie Gibbs,7.8,Tom Breihan
Washed Out,8.0,Marc Hogan
Yim Yames,6.2,Paul Thompson
Pens,4.2,Zach Kelly
Beanie Sigel,7.5,Ian Cohen
A Sunny Day in Glasgow,8.3,Andrew Gaerig
Muse,5.9,Jess Harvell
Record Club,6.2,Rob Mitchum
Julian Lynch,6.8,Zach Kelly
Simon Joyner,6.8,Joe Tangari
The Almighty Defenders,4.2,Nate Patrin
The Feelies,9.1,Mike Powell
JAY-Z,4.5,Ian Cohen
Sondre Lerche,6.1,Zach Kelly
The Clean,7.3,Stuart Berman
Amy Millan,5.8,Rebecca Raber
"Scarlett Johansson, Pete Yorn",4.7,Marc Hogan
The Stone Roses,10.0,Amy Granzin
The Beatles,9.2,Douglas Wolk
The Beatles,9.1,Mark Richardson
The Beatles,10.0,Mark Richardson
The Beatles,6.2,Mark Richardson
The Beatles,10.0,Mark Richardson
The Beatles,9.5,Chris Dahlen
The Beatles,10.0,Scott Plagenhoef
The Beatles,10.0,Scott Plagenhoef
The Beatles,10.0,Scott Plagenhoef
The Beatles,10.0,Scott Plagenhoef
The Beatles,9.2,Tom Ewing
The Beatles,9.3,Tom Ewing
The Beatles,9.7,Tom Ewing
The Beatles,8.8,Tom Ewing
The Beatles,9.5,Tom Ewing
The Beatles,10.0,Mark Richardson
The Entrance Band,2.2,Stephen M. Deusner
Damon & Naomi,7.5,Joshua Klein
Mew,8.1,Joe Tangari
Hercules and Love Affair,8.3,Mark Pytlik
Taken by Trees,8.1,Marc Hogan
BLK JKS,6.2,Sean Fennessey
Ramona Falls,8.0,Joe Tangari
Simian Mobile Disco,6.5,Jess Harvell
Circulatory System,8.1,Mike Orme
Sunny Day Real Estate,8.7,Ian Cohen
Kyle Bobby Dunn,6.9,Brian Howe
The Cave Singers,5.1,Paul Thompson
Nudge,7.7,Marc Masters
Os Mutantes,7.0,Joe Tangari
Vivian Girls,7.8,Joe Colly
Doug Randle,6.2,Joe Tangari
Box Elders,5.4,David Bevan
Datarock,7.2,Adam Moerder
Polvo,8.1,Stuart Berman
Yo La Tengo,7.9,Rob Mitchum
Zomby,6.6,Andrew Gaerig
Greymachine,4.3,Cosmo Lee
HEALTH,7.4,Joe Colly
Drive-By Truckers,6.6,Stephen M. Deusner
Wild Beasts,8.4,Stuart Berman
Quest for Fire,6.9,Grayson Currin
Applescal,6.4,Andrew Gaerig
Silkie,8.2,Nate Patrin
The Apples in Stereo,7.5,Douglas Wolk
The xx,8.7,Andrew Gaerig
Foot Village,6.9,Marc Masters
Kreng,7.6,Jayson Greene
Cale Parks,6.4,Matthew Perpetua
Sally Shapiro,6.6,Tom Breihan
Radiohead,8.6,Joe Tangari
Wave Machines,6.2,Ryan Dombal
Vladislav Delay,6.2,Jess Harvell
Cold Cave,7.6,Zach Kelly
Richard Thompson,7.7,Douglas Wolk
Radiohead,9.5,Scott Plagenhoef
Tom Brosseau,7.0,Joshua Klein
At War,7.0,Cosmo Lee
Helado Negro,6.4,Rebecca Raber
Arve Henriksen,8.1,Brian Howe
Radiohead,10.0,Rob Mitchum
The Temper Trap,4.6,Marc Hogan
Woolfy,6.8,Andrew Gaerig
Slaughterhouse,5.5,Ian Cohen
Ducktails,7.3,David Bevan
Arctic Monkeys,7.2,Joe Tangari
The Phenomenal Handclap Band,6.2,Paul Thompson
Wand,7.1,Grayson Currin
Black Mold,6.1,Joe Tangari
Mount Eerie,8.2,Matthew Solarski
Blind Man's Colour,6.8,Joe Colly
Florence and the Machine,7.2,Ryan Dombal
Mungolian Jet Set,8.1,Tim Finney
Amanda Blank,2.0,Joshua Love
Worriedaboutsatan,7.6,Brian Howe
Silk Flowers,6.7,Andrew Gaerig
Zak Sally,6.0,Ian Cohen
The Postmarks,7.6,Matthew Solarski
Jay Reatard,7.9,Jason Crock
Nisennenmondai,7.3,Jessica Suarez
Clubroot,7.8,Cosmo Lee
Throw Me the Statue,6.1,Paul Thompson
Tim Buckley,7.4,Stephen M. Deusner
Squarepusher,5.6,Patrick Sisson
Dan Bryk,7.4,Brian Howe
Brendan Benson,7.0,Joshua Klein
Six Organs of Admittance,6.9,Joe Tangari
Pissed Jeans,8.3,Stuart Berman
Destroyer,8.0,Paul Thompson
Yea Big + Kid Static,7.2,Jason Crock
Jon Mueller,8.0,Grayson Currin
Pictureplane,7.3,Zach Kelly
Smith Westerns,7.7,Marc Hogan
Dysrhythmia,7.0,Cosmo Lee
Speech Debelle,7.5,Amy Granzin
Eric Copeland,7.2,Mike Powell
Robert Pollard,7.1,Paul Thompson
City Center,6.8,Ian Cohen
Esser,5.0,Patrick Sisson
Desolation Wilderness,6.3,Paul Thompson
Jon Hassell,8.5,Philip Sherburne
YACHT,8.5,Rebecca Raber
Nurses,7.2,Rebecca Raber
Rainbow Arabia,6.6,Zach Kelly
Joe Pernice,6.8,Joshua Klein
Lightning Dust,8.0,Amy Granzin
The Antlers,8.5,Brian Howe
Es,6.9,Andrew Gaerig
Peter Broderick,6.7,Brian Howe
Reigning Sound,7.6,Stephen M. Deusner
Fruit Bats,7.4,Eric Harvey
Modest Mouse,7.2,Stephen M. Deusner
The Units,7.7,Marc Masters
Sian Alice Group,6.1,Joe Colly
The Strange Boys,7.1,Stuart Berman
Mono,7.0,Cosmo Lee
Julian Plenti,6.2,Matt LeMay
Drug Rug,7.1,Paul Thompson
Javelin,7.4,Zach Kelly
Khanate,7.6,Grayson Currin
Nathan Fake,6.2,Mark Pytlik
Blur,9.4,Scott Plagenhoef
Boxcutter,6.0,Jess Harvell
Kiila,7.4,Andrew Gaerig
Mocky,8.0,Philip Sherburne
Lee Fields & the Expressions,7.7,Joe Tangari
Amadou & Mariam,8.0,Joe Tangari
Chris Garneau,4.8,Joshua Klein
Fol Chen,6.9,Ian Cohen
Amazing Baby,6.1,Nate Patrin
Soap & Skin,7.3,Matthew Solarski
Delorean,8.4,Marc Hogan
Miss Derringer,7.7,Stephen M. Deusner
Felix Da Housecat,4.5,Jess Harvell
Oumou Sangaré,8.1,Joe Tangari
Blue Roses,7.8,Grayson Currin
Flying Lotus,7.6,Joe Colly
Blues Control,6.4,Joe Colly
Portugal. The Man,6.5,Eric Harvey
Pépé Bradock,8.6,Philip Sherburne
Wheat,7.4,Stephen M. Deusner
Megafaun,8.1,Stephen M. Deusner
Eugene McGuinness,5.8,Amy Granzin
The Horse's Ha,6.8,Matthew Solarski
Howling Bells,6.1,Matthew Solarski
The Boy Least Likely To,7.4,Marc Hogan
Foreign Born,7.9,David Bevan
Our Brother the Native,4.7,Ian Cohen
Talbot Tagora,6.7,Rebecca Raber
Willie Isz,7.7,Nate Patrin
Greg Davis,5.7,Andrew Gaerig
The Fiery Furnaces,7.8,Matthew Perpetua
The Pine Hill Haints,7.8,Andrew Gaerig
Omar Souleyman,7.4,Joe Tangari
Lights,7.7,Paul Thompson
Wye Oak,5.9,Mike Powell
Magnolia Electric Co.,5.6,Andrew Gaerig
Suffocation,7.7,Cosmo Lee
Starlight Mints,4.6,Matthew Perpetua
Wolf Eyes,7.4,Marc Masters
Clark,5.9,Brian Howe
Riceboy Sleeps,5.3,Ian Cohen
Broken Records,4.9,Ian Cohen
YOB,7.0,Cosmo Lee
The Alchemist,7.8,David Drake
Ty Segall,6.7,Stephen M. Deusner
JJ,8.6,Marc Hogan
Lord Cut-Glass,6.4,Ian Cohen
Steve Bug,6.7,Tim Finney
The Skygreen Leopards,4.8,Zach Kelly
Oneida,8.4,Jason Crock
Drive-By Truckers,7.0,Stephen M. Deusner
Pisces,6.0,Douglas Wolk
Venice Is Sinking,6.0,Matthew Solarski
David Bowie,4.5,Patrick Sisson
Björk,5.2,Ryan Dombal
Sarah Borges and the Broken Singles,5.9,Joshua Love
Baby Teeth,7.1,Eric Harvey
Bergraven,7.5,Cosmo Lee
The Most Serene Republic,6.5,Paul Thompson
Beastie Boys,8.6,Nate Patrin
The Legends,6.6,Stuart Berman
Lacrosse,7.7,Matthew Perpetua
The Jayhawks,7.4,Stephen M. Deusner
Babatunde Olatunji,8.2,Mia Clarke
The Dead Weather,7.5,Stuart Berman
Deastro,7.1,Andy Battaglia
Malcolm Middleton,6.9,Rebecca Raber
VEGA,6.0,Marc Hogan
Maxwell,7.8,David Drake
Cass McCombs,8.2,David Bevan
The Roadside Graves,7.0,Joshua Love
The Minus 5,6.9,Joshua Klein
David Lynch,6.0,Mike Powell
50 Cent,1.8,Ian Cohen
Discovery,6.8,Scott Plagenhoef
Psychedelic Horseshit,5.2,Paul Thompson
Nosaj Thing,7.9,Jayson Greene
Tiny Vipers,7.8,Matthew Solarski
Bowerbirds,7.2,Joshua Love
Wale,7.4,Ian Cohen
Martin Carr,7.1,Joe Tangari
Current 93,8.2,Grayson Haver Currin
Sister Suvi,7.8,Chris Dahlen
Ministry of Sound,8.0,Tim Finney
The Rural Alberta Advantage,8.0,Rebecca Raber
Kate Simko,7.5,Brian Howe
We Were Promised Jetpacks,6.7,Rebecca Raber
Son Volt,3.7,Stephen M. Deusner
Wu-Tang Clan,7.5,Tom Breihan
Moby,5.4,Jess Harvell
Royal City,6.7,Andrew Gaerig
The Bats,7.5,Amy Granzin
Dead Prez,6.6,Ian Cohen
White Denim,7.0,Eric Harvey
R.E.M.,10.0,Matt LeMay
UUVVWWZ,6.6,Matthew Perpetua
Blank Dogs,8.1,Roque Strew
Street Sweeper Social Club,3.9,Jason Crock
J Dilla,6.9,Nate Patrin
Major Lazer,8.1,Scott Plagenhoef
EAR PWR,5.6,Brian Howe
Rock Plaza Central,8.0,Stephen M. Deusner
Cage,4.7,Jayson Greene
Love Is All,7.8,Rebecca Raber
The Mars Volta,6.0,Jess Harvell
Zs,6.5,Mike Powell
Drake,7.4,Tom Breihan
YaHoWha 13,7.2,Marc Masters
Isaac Hayes,9.2,Nate Patrin
Wilco,7.3,Matthew Perpetua
